schedule_id,staff_id,date,shift_type,start_time,end_time,location,assignments,breaks,overtime,quality_metrics,notes
SCH001900,NUR0032,2025-05-23,Evening,2025-05-23 15:00:02.452019,2025-05-24 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 5, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 46, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.032799478438627, 'documentation_completion': 0.9569491383901179, 'protocol_adherence': 0.9642615659632592, 'team_collaboration': 3.694603070136929}",Team building activities
SCH001901,NUR0032,2025-05-24,Night,2025-05-24 19:00:02.452019,2025-05-25 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Emergency Response']}","{'lunch': 37, 'short_breaks': 2, 'break_duration': 15}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.2357427268212815, 'documentation_completion': 0.9450540748776387, 'protocol_adherence': 0.9754556379970163, 'team_collaboration': 3.8429890420791692}",Regular shift
SCH001902,NUR0032,2025-05-25,Day,2025-05-25 07:00:02.452019,2025-05-25 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Rapid Response']}","{'lunch': 46, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.970917254208391, 'documentation_completion': 0.9963928301147378, 'protocol_adherence': 0.9917425428192072, 'team_collaboration': 3.907156533163488}",Regular shift
SCH001903,NUR0032,2025-05-26,Evening,2025-05-26 15:00:02.452019,2025-05-27 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 8, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 55, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.694469949331339, 'documentation_completion': 0.932941395462132, 'protocol_adherence': 0.9570662607648853, 'team_collaboration': 4.759836248645185}",Team building activities
SCH001904,NUR0032,2025-05-27,Day,2025-05-27 07:00:02.452019,2025-05-27 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 44, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.950261331727223, 'documentation_completion': 0.8815147200173816, 'protocol_adherence': 0.9138650555811206, 'team_collaboration': 3.685335070980397}",Training day
SCH001905,NUR0032,2025-05-28,Evening,2025-05-28 15:00:02.452019,2025-05-29 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 48, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.042858111970076, 'documentation_completion': 0.8647333319929323, 'protocol_adherence': 0.9938568679803649, 'team_collaboration': 3.7302348734483597}",Quality improvement focus
SCH001906,NUR0032,2025-05-29,Day,2025-05-29 07:00:02.452019,2025-05-29 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Training'], 'patient_load': 9, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 43, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': False, 'hours': 1, 'reason': 'Training'}","{'patient_satisfaction': 4.979322948194842, 'documentation_completion': 0.9561447597617098, 'protocol_adherence': 0.9402271641358757, 'team_collaboration': 4.138885613378999}",Quality improvement focus
SCH001907,NUR0032,2025-05-30,Day,2025-05-30 07:00:02.452019,2025-05-30 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': ['Code Team']}","{'lunch': 54, 'short_breaks': 3, 'break_duration': 14}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.371686236331205, 'documentation_completion': 0.8605133349998807, 'protocol_adherence': 0.9657102719124249, 'team_collaboration': 4.823319033382603}",New protocol implementation
SCH001908,NUR0032,2025-05-31,Evening,2025-05-31 15:00:02.452019,2025-06-01 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Training', 'Patient Care'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': []}","{'lunch': 30, 'short_breaks': 4, 'break_duration': 11}","{'scheduled': True, 'hours': 1, 'reason': 'Training'}","{'patient_satisfaction': 4.161282743860567, 'documentation_completion': 0.9727021027550004, 'protocol_adherence': 0.9973847826073909, 'team_collaboration': 4.787765973992318}",Training day
SCH001909,NUR0032,2025-06-01,Day,2025-06-01 07:00:02.452019,2025-06-01 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Documentation', 'Quality Assurance'], 'patient_load': 1, 'supervision': 'Supervising', 'special_assignments': ['Code Team']}","{'lunch': 59, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.82560487783173, 'documentation_completion': 0.9264147503964552, 'protocol_adherence': 0.9008862460078576, 'team_collaboration': 4.477901475465136}",Regular shift
SCH001910,NUR0032,2025-06-02,Night,2025-06-02 19:00:02.452019,2025-06-03 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Patient Care'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 34, 'short_breaks': 4, 'break_duration': 10}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.777564163689433, 'documentation_completion': 0.837636669799759, 'protocol_adherence': 0.9712362872837729, 'team_collaboration': 4.48274119612608}",Team building activities
SCH001911,NUR0032,2025-06-03,Evening,2025-06-03 15:00:02.452019,2025-06-04 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 33, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.313251812634898, 'documentation_completion': 0.9029017404949642, 'protocol_adherence': 0.9093697748916203, 'team_collaboration': 4.409369228553094}",Quality improvement focus
SCH001912,NUR0032,2025-06-04,Day,2025-06-04 07:00:02.452019,2025-06-04 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 6, 'supervision': 'Supervised', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 57, 'short_breaks': 2, 'break_duration': 14}","{'scheduled': False, 'hours': 3, 'reason': 'Special Project'}","{'patient_satisfaction': 4.119010747830638, 'documentation_completion': 0.9721191278677488, 'protocol_adherence': 0.9177081494319503, 'team_collaboration': 4.897391855138791}",New protocol implementation
SCH001913,NUR0032,2025-06-05,Night,2025-06-05 19:00:02.452019,2025-06-06 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Training', 'Quality Assurance'], 'patient_load': 3, 'supervision': 'None', 'special_assignments': []}","{'lunch': 46, 'short_breaks': 3, 'break_duration': 10}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.140473460309113, 'documentation_completion': 0.9052229255569161, 'protocol_adherence': 0.9474100982349873, 'team_collaboration': 4.816637118003701}",Team building activities
SCH001914,NUR0032,2025-06-06,Night,2025-06-06 19:00:02.452019,2025-06-07 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 5, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response']}","{'lunch': 41, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.508139773858052, 'documentation_completion': 0.8525057284128633, 'protocol_adherence': 0.9627461908038306, 'team_collaboration': 3.8773144387878364}",Quality improvement focus
SCH001915,NUR0032,2025-06-07,Night,2025-06-07 19:00:02.452019,2025-06-08 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 2, 'supervision': 'Supervising', 'special_assignments': ['Rapid Response']}","{'lunch': 43, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 3.901099477036197, 'documentation_completion': 0.8297481338596142, 'protocol_adherence': 0.990771041707521, 'team_collaboration': 4.469626909741659}",New protocol implementation
SCH001916,NUR0032,2025-06-08,Night,2025-06-08 19:00:02.452019,2025-06-09 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Documentation'], 'patient_load': 10, 'supervision': 'Supervising', 'special_assignments': []}","{'lunch': 45, 'short_breaks': 2, 'break_duration': 12}","{'scheduled': False, 'hours': 1, 'reason': 'Special Project'}","{'patient_satisfaction': 4.406677436378519, 'documentation_completion': 0.8509609105881675, 'protocol_adherence': 0.954804199714497, 'team_collaboration': 3.8550365119177075}",New protocol implementation
SCH001917,NUR0032,2025-06-09,Night,2025-06-09 19:00:02.452019,2025-06-10 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance'], 'patient_load': 4, 'supervision': 'None', 'special_assignments': []}","{'lunch': 56, 'short_breaks': 3, 'break_duration': 12}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.8403721438876293, 'documentation_completion': 0.986149991334606, 'protocol_adherence': 0.9261249994978937, 'team_collaboration': 4.7026517479452785}",Training day
SCH001918,NUR0032,2025-06-10,Day,2025-06-10 07:00:02.452019,2025-06-10 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Patient Care'], 'patient_load': 7, 'supervision': 'None', 'special_assignments': []}","{'lunch': 45, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.9425520165687, 'documentation_completion': 0.8831000937108396, 'protocol_adherence': 0.933797369349258, 'team_collaboration': 3.5005184244503593}",Training day
SCH001919,NUR0032,2025-06-11,Evening,2025-06-11 15:00:02.452019,2025-06-12 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': []}","{'lunch': 39, 'short_breaks': 2, 'break_duration': 11}","{'scheduled': True, 'hours': 2, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.378111398945743, 'documentation_completion': 0.9803001877952129, 'protocol_adherence': 0.9364529737567739, 'team_collaboration': 4.181825256367198}",Training day
SCH001920,NUR0032,2025-06-12,Day,2025-06-12 07:00:02.452019,2025-06-12 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 10, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': True, 'hours': 3, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 4.456842721212918, 'documentation_completion': 0.959614978719947, 'protocol_adherence': 0.9882904436607604, 'team_collaboration': 4.548244722165286}",New protocol implementation
SCH001921,NUR0032,2025-06-13,Evening,2025-06-13 15:00:02.452019,2025-06-14 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care', 'Quality Assurance'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response']}","{'lunch': 30, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': True, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.411529447519663, 'documentation_completion': 0.8660428780434914, 'protocol_adherence': 0.9055810213624883, 'team_collaboration': 4.092200412958911}",Team building activities
SCH001922,NUR0032,2025-06-14,Day,2025-06-14 07:00:02.452019,2025-06-14 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation'], 'patient_load': 6, 'supervision': 'None', 'special_assignments': []}","{'lunch': 45, 'short_breaks': 4, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Staff Shortage'}","{'patient_satisfaction': 3.6758595909443392, 'documentation_completion': 0.8665135768192808, 'protocol_adherence': 0.9651215841651989, 'team_collaboration': 4.036916783334004}",New protocol implementation
SCH001923,NUR0032,2025-06-15,Evening,2025-06-15 15:00:02.452019,2025-06-16 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Patient Care'], 'patient_load': 1, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 57, 'short_breaks': 4, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.664263364356238, 'documentation_completion': 0.9795761303707696, 'protocol_adherence': 0.9170340792063438, 'team_collaboration': 4.872196928271585}",Regular shift
SCH001924,NUR0032,2025-06-16,Day,2025-06-16 07:00:02.452019,2025-06-16 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Documentation', 'Patient Care'], 'patient_load': 7, 'supervision': 'Supervised', 'special_assignments': ['Rapid Response', 'Code Team']}","{'lunch': 47, 'short_breaks': 3, 'break_duration': 15}","{'scheduled': False, 'hours': 0, 'reason': 'Special Project'}","{'patient_satisfaction': 4.556560007213237, 'documentation_completion': 0.9367501885567708, 'protocol_adherence': 0.9792065574479542, 'team_collaboration': 3.715643997600086}",Team building activities
SCH001925,NUR0032,2025-06-17,Night,2025-06-17 19:00:02.452019,2025-06-18 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Documentation', 'Quality Assurance', 'Patient Care'], 'patient_load': 6, 'supervision': 'Supervising', 'special_assignments': ['Emergency Response', 'Rapid Response']}","{'lunch': 41, 'short_breaks': 3, 'break_duration': 13}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.443843059395338, 'documentation_completion': 0.8300343298154065, 'protocol_adherence': 0.9235205745650668, 'team_collaboration': 3.57117576300263}",Quality improvement focus
SCH001926,NUR0032,2025-06-18,Night,2025-06-18 19:00:02.452019,2025-06-19 07:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Quality Assurance', 'Patient Care', 'Documentation'], 'patient_load': 8, 'supervision': 'Supervised', 'special_assignments': []}","{'lunch': 45, 'short_breaks': 3, 'break_duration': 11}","{'scheduled': False, 'hours': 0, 'reason': 'Training'}","{'patient_satisfaction': 4.1749207678077145, 'documentation_completion': 0.9215547825340827, 'protocol_adherence': 0.9039835775692548, 'team_collaboration': 4.860074219161399}",Quality improvement focus
SCH001927,NUR0032,2025-06-19,Day,2025-06-19 07:00:02.452019,2025-06-19 19:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training'], 'patient_load': 5, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 56, 'short_breaks': 2, 'break_duration': 13}","{'scheduled': True, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 4.589308719327018, 'documentation_completion': 0.8280627980201556, 'protocol_adherence': 0.9807690279315642, 'team_collaboration': 3.6752256862750636}",Regular shift
SCH001928,NUR0032,2025-06-20,Evening,2025-06-20 15:00:02.452019,2025-06-21 03:00:02.452019,Neurology,"{'primary_role': 'Nurse', 'secondary_roles': ['Training', 'Quality Assurance'], 'patient_load': 9, 'supervision': 'None', 'special_assignments': ['Code Team', 'Emergency Response']}","{'lunch': 34, 'short_breaks': 4, 'break_duration': 14}","{'scheduled': False, 'hours': 0, 'reason': 'Emergency'}","{'patient_satisfaction': 3.999718907402251, 'documentation_completion': 0.8404094047345917, 'protocol_adherence': 0.9315757152405361, 'team_collaboration': 4.21784384439774}",Training day
